	Adipose	Adrenal_gland	Arteries	Bladder	Brain	Breast	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole_blood
cfrna_kd_17	0.018823145	0.0012655776	0.00505857	0.006758138	0.019433515	0.0001771053	0.018873919	0.0005488777	0.01060138	0.005543256	0.0033795068	0.0026715936	0.00056862395	4.3402888e-05	0.006365331	0.08753138	0.24640387	0.007879349	0.06905221	0.0050767744	0.0029928691	0.0036980396	0.00019081689	0.009889839	0.084627785	0.21372807	0.0073634	0.016727138	0.013782924	0.13094361
cfrna_kd_14	0.04915673	0.0015166809	0.009262083	0.004109914	0.023325851	0.028461305	0.0599688	0.021708919	0.000110145076	0.016912665	0.009612343	0.0122605255	8.599574e-05	0.00010891174	0.0018308234	0.08399697	0.27900156	0.01146948	0.0422846	0.015529838	0.003121149	0.004280503	0.001252098	0.008557818	0.0047501465	0.1176013	0.004139277	0.047352478	0.0015907948	0.1366403
cfrna_kd_89	0.10885142	0.004109397	0.024066182	0.07692011	0.08956442	0.006785133	0.048575778	0.021476598	0.0003799792	0.0045733103	9.542342e-05	0.01011177	0.00034455978	0.000968947	0.0019898906	0.10053992	0.18476504	0.010594408	0.0035099166	0.026074266	0.0016418836	0.00033322233	0.0067121442	0.0069875414	0.0012703547	0.07668506	0.0027189646	0.0046979403	0.0011992047	0.17345719
cfrna_kd_35	0.012677402	0.0012680419	0.0068290476	0.0010155234	0.009054983	0.0029461088	0.05026658	0.007360943	0.0005499418	0.013564514	0.05276053	0.008073286	0.00064615015	4.9334252e-05	0.004171567	0.04662798	0.34070075	0.008182411	0.017882083	0.0037091856	0.004009944	0.010864332	7.336984e-05	0.014649186	0.077054136	0.15132454	0.0077469624	0.019706333	0.0023498689	0.123884924
cfrna_kd_20	0.01474518	0.00049332547	0.004682982	0.012959508	0.016636223	0.0919368	0.03340658	0.00033181714	2.4819708e-05	0.004393583	0.13237564	0.007685828	0.00070388895	0.00012687799	0.004263383	0.012715656	0.3117424	0.007877894	0.010358823	0.0064882566	0.0010038256	0.0021919303	0.00047268072	0.02122538	0.056839667	0.14294556	0.0036983097	0.018856576	0.0011793504	0.077637285
cfrna_kd_31	0.013113409	0.0006538897	0.005957565	0.004436134	0.0071207127	0.018364789	0.053911973	0.009395934	0.00021132783	0.022792488	0.09662912	0.016911319	0.00018960527	2.8316499e-05	0.002836165	0.016506433	0.38113543	0.010854776	0.013774663	0.009373926	0.0043752273	0.013894754	0.00018875067	0.012421679	0.03591148	0.09944207	0.007550401	0.028034778	0.0024827386	0.111500196
cfrna_kd_36	0.03741513	0.0021056873	0.0076735634	0.039606463	0.06025253	0.13327926	0.046372086	0.0053451057	3.2251273e-06	0.007353692	0.021927489	0.008902214	0.001927514	0.00037796394	0.0044986624	0.0527318	0.24041113	0.0093339095	0.007645527	0.008514747	0.0011690918	0.0017926794	0.0010771864	0.014913558	0.010522535	0.12095181	0.0044283955	0.008486946	0.0006758243	0.14030425
cfrna_kd_27	0.06806183	0.0013002543	0.001966016	0.0048333113	0.019807521	0.008206082	0.061313447	0.0035759008	0.0006173919	0.004553887	0.0033167568	0.0026678306	0.006845432	0.00019578777	0.0067318585	0.06941776	0.2640472	0.007936894	0.0185992	0.0022982536	0.002014535	0.0045174425	9.7514974e-05	0.016305828	0.06475487	0.18584998	0.010447785	0.005047288	0.0010513323	0.1536208
cfrna_kd_38	0.008478722	0.00041197333	0.005903802	0.0024199248	0.0055411067	0.02178779	0.0463383	0.0039674654	0.00038796954	0.020122755	0.10248227	0.01969198	0.0003279824	3.1831354e-05	0.003884812	0.009357648	0.3806287	0.010755582	0.01408061	0.006892709	0.0036887645	0.015403228	0.00018816849	0.013292264	0.06765715	0.099957496	0.008167962	0.0285656	0.0021383846	0.09744711
cfrna_kd_15	0.058671247	0.0014659491	0.009720405	0.01533909	0.02543174	0.015339309	0.071891144	0.005734656	7.669459e-05	0.02871779	0.031870663	0.0102890385	0.0002328926	8.233638e-05	0.00307668	0.055016566	0.29596725	0.008357575	0.03062687	0.010159173	0.003341068	0.0044273445	0.0006370359	0.0065452256	0.0037415691	0.123197794	0.0062647625	0.014885815	0.0007659649	0.15812635
cfrna_kd_13	0.094119236	0.0011106953	0.004130047	0.0044568977	0.017514657	0.002037867	0.064227566	0.0019370805	0.0006836224	0.009263975	0.0042975955	0.0052076164	0.00012933943	0.0001432322	0.003250244	0.10366024	0.27338403	0.007635995	0.046354752	0.011840406	0.0009596687	0.0009616421	0.00043069536	0.005115055	0.009274941	0.17552185	0.0038917603	0.010312819	0.0007434102	0.13740306
